"AccessionID","Clade"
"EPI_ISL_6586399","GK"
"EPI_ISL_6586400","GK"
"EPI_ISL_6586401","GK"
"EPI_ISL_6586402","GK"
"EPI_ISL_6586403","GK"
"EPI_ISL_6586404","GK"
"EPI_ISL_6586405","GK"
"EPI_ISL_6586406","GK"
"EPI_ISL_6586407","GK"
"EPI_ISL_6586408","GK"
"EPI_ISL_6586409","GK"
"EPI_ISL_6586410","GK"
"EPI_ISL_6586411","GK"
"EPI_ISL_6586412","GK"
"EPI_ISL_6586413","GK"
"EPI_ISL_6586414","GK"
"EPI_ISL_6586415","GK"
"EPI_ISL_6586416","GK"
"EPI_ISL_6586417","GK"
"EPI_ISL_6586418","GK"
"EPI_ISL_6586419","GK"
"EPI_ISL_6586420","GK"
"EPI_ISL_6586421","GK"
"EPI_ISL_6586422","GK"
"EPI_ISL_6586423","GK"
"EPI_ISL_6586424","GK"
"EPI_ISL_6586425","GK"
"EPI_ISL_6586426","GK"
"EPI_ISL_6586427","GK"
"EPI_ISL_6586428","GK"
"EPI_ISL_6586429","GK"
"EPI_ISL_6586430","GK"
"EPI_ISL_6586431","GK"
"EPI_ISL_6586432","GK"
"EPI_ISL_6586433","GK"
"EPI_ISL_6586434","GK"
"EPI_ISL_6586435","GK"
"EPI_ISL_6586436","GK"
"EPI_ISL_6586437","GK"
"EPI_ISL_6586438","GK"
"EPI_ISL_6586439","GH"
"EPI_ISL_6586440","GK"
"EPI_ISL_6586441","GK"
"EPI_ISL_6586442","GK"
"EPI_ISL_6586443","GK"
"EPI_ISL_6586444","GK"
"EPI_ISL_6586445","GK"
"EPI_ISL_6586446","GK"
"EPI_ISL_6586447","GK"
"EPI_ISL_6586448","GK"
"EPI_ISL_6586449","GK"
"EPI_ISL_6586450","GK"
"EPI_ISL_6586451","GK"
"EPI_ISL_6586452","GK"
"EPI_ISL_6586453","GK"
"EPI_ISL_6586454","GK"
"EPI_ISL_6586455","GK"
"EPI_ISL_6586456","GK"
"EPI_ISL_6586457","GK"
"EPI_ISL_6586458","GK"
"EPI_ISL_6586459","GK"
"EPI_ISL_6586460","GK"
"EPI_ISL_6586461","GK"
"EPI_ISL_6586462","GK"
"EPI_ISL_6586463","GK"
"EPI_ISL_6586464","GK"
"EPI_ISL_6586465","GK"
"EPI_ISL_6586466","GK"
"EPI_ISL_6586467","GK"
"EPI_ISL_6586468","GK"
"EPI_ISL_6586469","GK"
"EPI_ISL_6586470","GK"
"EPI_ISL_6586471","GK"
"EPI_ISL_6586472","GK"
"EPI_ISL_6586473","GK"
"EPI_ISL_6586474","GK"
"EPI_ISL_6586475","GK"
"EPI_ISL_6586476","GK"
"EPI_ISL_6586477","GK"
"EPI_ISL_6586478","GK"
"EPI_ISL_6586479","GK"
"EPI_ISL_6586480","GK"
"EPI_ISL_6586481","GK"
"EPI_ISL_6586482","GK"
"EPI_ISL_6586483","GK"
"EPI_ISL_6586484","GK"
"EPI_ISL_6586485","GK"
"EPI_ISL_6586486","GK"
"EPI_ISL_6586487","GK"
"EPI_ISL_6586488","GK"
"EPI_ISL_6586489","GK"
"EPI_ISL_6586490","GK"
"EPI_ISL_6586491","GK"
"EPI_ISL_6586492","GK"
"EPI_ISL_6586493","GK"
"EPI_ISL_6586494","GK"
"EPI_ISL_6586495","GK"
"EPI_ISL_6586496","GK"
"EPI_ISL_6586497","GK"
"EPI_ISL_6586498","GK"
"EPI_ISL_6586499","GK"
"EPI_ISL_6586500","GK"
"EPI_ISL_6586501","GK"
"EPI_ISL_6586502","GK"
"EPI_ISL_6586503","GK"
"EPI_ISL_6586504","GK"
"EPI_ISL_6586505","GK"
"EPI_ISL_6586508","GK"
"EPI_ISL_6586509","GK"
"EPI_ISL_6586510","GK"
"EPI_ISL_6586511","GK"
"EPI_ISL_6586512","GK"
"EPI_ISL_6586513","GK"
"EPI_ISL_6586514","GK"
"EPI_ISL_6586515","GK"
"EPI_ISL_6586516","GK"
"EPI_ISL_6586517","GK"
"EPI_ISL_6586518","GK"
"EPI_ISL_6586519","GK"
"EPI_ISL_6586520","GK"
"EPI_ISL_6586521","GK"
"EPI_ISL_6586522","GK"
"EPI_ISL_6586523","GK"
"EPI_ISL_6586524","GK"
"EPI_ISL_6586525","GK"
"EPI_ISL_6586526","GK"
"EPI_ISL_6586527","GK"
"EPI_ISL_6586528","GK"
"EPI_ISL_6586529","GK"
"EPI_ISL_6586530","GK"
"EPI_ISL_6586531","GK"
"EPI_ISL_6586532","GK"
"EPI_ISL_6586533","GK"
"EPI_ISL_6586534","GK"
"EPI_ISL_6586535","GK"
"EPI_ISL_6586536","GK"
"EPI_ISL_6586537","GK"
"EPI_ISL_6586538","GK"
"EPI_ISL_6586539","GK"
"EPI_ISL_6586540","GK"
"EPI_ISL_6586541","GK"
"EPI_ISL_6586542","GK"
"EPI_ISL_6586543","GK"
"EPI_ISL_6586544","GK"
"EPI_ISL_6586545","GK"
"EPI_ISL_6586546","GK"
"EPI_ISL_6586547","GK"
"EPI_ISL_6586548","GK"
"EPI_ISL_6586549","GK"
"EPI_ISL_6586550","GK"
"EPI_ISL_6586551","GK"
"EPI_ISL_6586552","GK"
"EPI_ISL_6586553","GK"
"EPI_ISL_6586554","GK"
"EPI_ISL_6586555","GK"
"EPI_ISL_6586556","GK"
"EPI_ISL_6586557","GK"
"EPI_ISL_6586558","GK"
"EPI_ISL_6586559","GK"
"EPI_ISL_6586560","GK"
"EPI_ISL_6586561","GK"
"EPI_ISL_6586562","GK"
"EPI_ISL_6586563","GK"
"EPI_ISL_6586564","GK"
"EPI_ISL_6586565","GK"
"EPI_ISL_6586566","GK"
"EPI_ISL_6586567","GK"
"EPI_ISL_6586568","GK"
"EPI_ISL_6586569","GK"
"EPI_ISL_6586570","GK"
"EPI_ISL_6586571","GK"
"EPI_ISL_6586572","GK"
"EPI_ISL_6586573","GK"
"EPI_ISL_6586574","GK"
"EPI_ISL_6586575","GK"
"EPI_ISL_6586576","GK"
"EPI_ISL_6586577","GK"
"EPI_ISL_6586578","GK"
"EPI_ISL_6586579","GK"
"EPI_ISL_6586580","GK"
"EPI_ISL_6586581","GK"
"EPI_ISL_6586582","GK"
"EPI_ISL_6586583","GK"
"EPI_ISL_6586584","GK"
"EPI_ISL_6586585","GK"
"EPI_ISL_6586586","GK"
"EPI_ISL_6586587","GK"
"EPI_ISL_6586588","GK"
"EPI_ISL_6586589","GK"
"EPI_ISL_6586590","GK"
"EPI_ISL_6586591","GK"
"EPI_ISL_6586592","GK"
"EPI_ISL_6586593","GK"
"EPI_ISL_6586594","GK"
"EPI_ISL_6586595","GK"
"EPI_ISL_6586596","GK"
"EPI_ISL_6586597","GK"
"EPI_ISL_6586598","GK"
"EPI_ISL_6586599","GK"
"EPI_ISL_6586600","GK"
"EPI_ISL_6586601","GK"
"EPI_ISL_6586602","GK"
"EPI_ISL_6586603","GK"
"EPI_ISL_6586604","GK"
"EPI_ISL_6586605","GK"
"EPI_ISL_6586606","GK"
"EPI_ISL_6586607","GK"
"EPI_ISL_6586608","GK"
"EPI_ISL_6586609","GK"
"EPI_ISL_6586610","GK"
"EPI_ISL_6586611","GK"
"EPI_ISL_6586612","GK"
"EPI_ISL_6586613","GK"
"EPI_ISL_6586614","GK"
"EPI_ISL_6586615","GK"
"EPI_ISL_6586616","GK"
"EPI_ISL_6586617","GK"
"EPI_ISL_6586618","GK"
"EPI_ISL_6586619","GK"
"EPI_ISL_6586620","GK"
"EPI_ISL_6586621","GK"
"EPI_ISL_6586623","GK"
"EPI_ISL_6586624","GK"
"EPI_ISL_6586625","GK"
"EPI_ISL_6586626","GK"
"EPI_ISL_6586627","GK"
"EPI_ISL_6586628","GK"
"EPI_ISL_6586629","GK"
"EPI_ISL_6586630","GK"
"EPI_ISL_6586631","GK"
"EPI_ISL_6586632","GK"
"EPI_ISL_6586633","GK"
"EPI_ISL_6586634","GK"
"EPI_ISL_6586635","GK"
"EPI_ISL_6586636","GK"
"EPI_ISL_6586637","GK"
"EPI_ISL_6586638","GK"
"EPI_ISL_6586639","GK"
"EPI_ISL_6586640","GK"
"EPI_ISL_6586641","GK"
"EPI_ISL_6586642","GK"
"EPI_ISL_6586643","GK"
"EPI_ISL_6586644","GK"
"EPI_ISL_6586645","GK"
"EPI_ISL_6586646","GK"
"EPI_ISL_6586647","GK"
"EPI_ISL_6586648","GK"
"EPI_ISL_6586649","GK"
"EPI_ISL_6586650","GK"
"EPI_ISL_6586651","GK"
"EPI_ISL_6586652","GK"
"EPI_ISL_6586653","GK"
"EPI_ISL_6586654","GK"
"EPI_ISL_6586655","GK"
"EPI_ISL_6586656","GK"
"EPI_ISL_6586657","GK"
"EPI_ISL_6586658","GK"
"EPI_ISL_6586659","GK"
"EPI_ISL_6586660","GK"
"EPI_ISL_6586661","GK"
"EPI_ISL_6586662","GK"
"EPI_ISL_6586663","GK"
"EPI_ISL_6586664","GK"
"EPI_ISL_6586665","GK"
"EPI_ISL_6586666","GK"
"EPI_ISL_6586667","GK"
"EPI_ISL_6586668","GK"
"EPI_ISL_6586669","GK"
"EPI_ISL_6586670","GK"
"EPI_ISL_6586671","GK"
"EPI_ISL_6586672","GK"
"EPI_ISL_6586673","GK"
"EPI_ISL_6586674","GK"
"EPI_ISL_6586675","GK"
"EPI_ISL_6586676","GK"
"EPI_ISL_6586677","GK"
"EPI_ISL_6586678","GK"
"EPI_ISL_6586679","GK"
"EPI_ISL_6586680","GK"
"EPI_ISL_6586681","GK"
"EPI_ISL_6586682","GK"
"EPI_ISL_6586683","GK"
"EPI_ISL_6586684","GK"
"EPI_ISL_6586685","GK"
"EPI_ISL_6586686","GK"
"EPI_ISL_6586687","GK"
"EPI_ISL_6586688","GK"
"EPI_ISL_6586689","GK"
"EPI_ISL_6586690","GK"
"EPI_ISL_6586691","GK"
"EPI_ISL_6586692","GK"
"EPI_ISL_6586693","GK"
"EPI_ISL_6586694","GK"
"EPI_ISL_6586695","GK"
"EPI_ISL_6586696","GK"
"EPI_ISL_6586697","GK"
"EPI_ISL_6586698","GK"
"EPI_ISL_6586699","GK"
"EPI_ISL_6586700","GK"
"EPI_ISL_6586701","GK"
"EPI_ISL_6705470","GK"
"EPI_ISL_6705476","GK"
"EPI_ISL_6705484","GK"
"EPI_ISL_6705491","GK"
"EPI_ISL_6705496","GK"
"EPI_ISL_6705504","GK"
"EPI_ISL_6705512","GK"
"EPI_ISL_6705517","GK"
"EPI_ISL_6705522","GK"
"EPI_ISL_6705529","GK"
"EPI_ISL_6705536","GK"
"EPI_ISL_6705544","GK"
"EPI_ISL_6705551","GK"
"EPI_ISL_6705555","GK"
"EPI_ISL_6705559","GK"
"EPI_ISL_6705565","GK"
"EPI_ISL_6705572","GK"
"EPI_ISL_6705577","GK"
"EPI_ISL_6705584","GK"
"EPI_ISL_6705593","GK"
"EPI_ISL_6705602","GK"
"EPI_ISL_6712800","GK"
"EPI_ISL_6712805","GK"
"EPI_ISL_6712811","GK"
"EPI_ISL_6712817","GK"
"EPI_ISL_6712822","GK"
"EPI_ISL_6712830","GK"
"EPI_ISL_6712835","GK"
"EPI_ISL_6712840","GK"
"EPI_ISL_6712848","GK"
"EPI_ISL_6712854","GK"
"EPI_ISL_6712864","GK"
"EPI_ISL_6712869","GK"
"EPI_ISL_6712877","GK"
"EPI_ISL_6712882","GK"
"EPI_ISL_6712887","GK"
"EPI_ISL_6712893","GK"
"EPI_ISL_6712898","GK"
"EPI_ISL_6712901","GK"
"EPI_ISL_6712910","GK"
"EPI_ISL_6712914","GK"
"EPI_ISL_6712922","GK"
"EPI_ISL_6712930","GK"
"EPI_ISL_6712936","GK"
"EPI_ISL_6712944","GK"
"EPI_ISL_6712949","GK"
"EPI_ISL_6712955","GK"
"EPI_ISL_6712963","GK"
"EPI_ISL_6712967","GK"
"EPI_ISL_6712972","GK"
"EPI_ISL_6712977","GK"
"EPI_ISL_6712982","GK"
"EPI_ISL_6712989","GK"
"EPI_ISL_6712990","GK"
"EPI_ISL_6712995","GK"
"EPI_ISL_6713002","GK"
"EPI_ISL_6713007","GK"
"EPI_ISL_6713015","GK"
"EPI_ISL_6713022","GK"
"EPI_ISL_6713027","GK"
"EPI_ISL_6713034","GK"
"EPI_ISL_6713042","GK"
"EPI_ISL_6713045","GK"
"EPI_ISL_6713055","GK"
"EPI_ISL_6713059","GK"
"EPI_ISL_6773819","GK"
"EPI_ISL_6773820","GK"
"EPI_ISL_6773821","GK"
"EPI_ISL_6773822","GK"
"EPI_ISL_6773823","GK"
"EPI_ISL_6773824","GK"
"EPI_ISL_6773825","GK"
"EPI_ISL_6773826","GK"
"EPI_ISL_6773827","GK"
"EPI_ISL_6773828","GK"
"EPI_ISL_6773829","GK"
"EPI_ISL_6773830","GK"
"EPI_ISL_6773831","GK"
"EPI_ISL_6773832","GK"
"EPI_ISL_6773833","GK"
"EPI_ISL_6773834","GK"
"EPI_ISL_6773835","GK"
"EPI_ISL_6773836","GK"
"EPI_ISL_6773837","GK"
"EPI_ISL_6773838","GK"
"EPI_ISL_6773839","GK"
"EPI_ISL_6773971","GH"
"EPI_ISL_6773972","GK"
"EPI_ISL_6773973","GK"
"EPI_ISL_6773974","GK"
"EPI_ISL_6773975","GK"
"EPI_ISL_6773976","GK"
"EPI_ISL_6773977","GK"
"EPI_ISL_6773978","GK"
"EPI_ISL_6773979","GK"
"EPI_ISL_6773980","GK"
"EPI_ISL_6773981","GK"
"EPI_ISL_6773982","GK"
"EPI_ISL_6773983","GK"
"EPI_ISL_6773984","GK"
"EPI_ISL_6773985","GK"
"EPI_ISL_6773990","GK"
"EPI_ISL_6773991","GK"
"EPI_ISL_6773992","GK"
"EPI_ISL_6773993","GK"
"EPI_ISL_6773994","GK"
"EPI_ISL_6773995","GK"
"EPI_ISL_6773996","GK"
"EPI_ISL_6773997","GK"
"EPI_ISL_6773998","GK"
"EPI_ISL_6773999","GK"
"EPI_ISL_6774000","GK"
"EPI_ISL_6774001","GK"
"EPI_ISL_6774002","GK"
"EPI_ISL_6774003","GK"
"EPI_ISL_6774004","GK"
"EPI_ISL_6774005","GK"
"EPI_ISL_6774006","GK"
"EPI_ISL_6774007","GK"
"EPI_ISL_6774008","GK"
"EPI_ISL_6774009","GK"
"EPI_ISL_6774010","GK"
"EPI_ISL_6774011","GK"
"EPI_ISL_6774012","GK"
"EPI_ISL_6774013","GK"
"EPI_ISL_6774014","GK"
"EPI_ISL_6774015","GK"
"EPI_ISL_6774016","GK"
"EPI_ISL_6774017","GK"
"EPI_ISL_6774018","GK"
"EPI_ISL_6774019","GK"
"EPI_ISL_6774020","GK"
"EPI_ISL_6774021","GK"
"EPI_ISL_6774022","GK"
"EPI_ISL_6774023","GK"
"EPI_ISL_6774024","GK"
"EPI_ISL_6774025","GK"
"EPI_ISL_6774026","GK"
"EPI_ISL_6774027","GK"
"EPI_ISL_6774028","GK"
"EPI_ISL_6774029","GK"
"EPI_ISL_6774030","GK"
"EPI_ISL_6774031","GK"
"EPI_ISL_6774032","GH"
"EPI_ISL_6774033","GH"
"EPI_ISL_6774034","GH"
"EPI_ISL_6774035","GH"
"EPI_ISL_6774036","GH"
"EPI_ISL_6774037","GH"
"EPI_ISL_6774038","GK"
"EPI_ISL_6774039","GK"
"EPI_ISL_6774040","GK"
"EPI_ISL_6774041","GK"
"EPI_ISL_6774042","GK"
"EPI_ISL_6774043","GK"
"EPI_ISL_6774044","GK"
"EPI_ISL_6774045","GK"
"EPI_ISL_6774046","GK"
"EPI_ISL_6774047","GK"
"EPI_ISL_6774048","GK"
"EPI_ISL_6774049","GK"
"EPI_ISL_6774050","GK"
"EPI_ISL_6774051","GK"
"EPI_ISL_6774052","GV"
"EPI_ISL_6774053","GK"
"EPI_ISL_6774054","GK"
"EPI_ISL_6774055","GK"
"EPI_ISL_6774056","GK"
"EPI_ISL_6825217","GK"
"EPI_ISL_6825218","GK"
"EPI_ISL_6825219","GK"
"EPI_ISL_6825220","GK"
"EPI_ISL_6825221","GK"
"EPI_ISL_6825222","GK"
"EPI_ISL_6825223","GK"
"EPI_ISL_6825224","GK"
"EPI_ISL_6825225","GK"
"EPI_ISL_6825226","GK"
"EPI_ISL_6825227","GK"
"EPI_ISL_6825228","GK"
"EPI_ISL_6825229","GK"
"EPI_ISL_6825230","GK"
"EPI_ISL_6825231","GK"
"EPI_ISL_6825232","GK"
"EPI_ISL_6825233","GK"
"EPI_ISL_6825234","GK"
"EPI_ISL_6825235","GK"
"EPI_ISL_6825236","GK"
"EPI_ISL_6825237","GK"
"EPI_ISL_6825238","GK"
"EPI_ISL_6825239","GK"
"EPI_ISL_6825240","GK"
"EPI_ISL_6825241","GK"
"EPI_ISL_6825242","GK"
"EPI_ISL_6825243","GK"
"EPI_ISL_6825244","GK"
"EPI_ISL_6825245","GK"
"EPI_ISL_6825246","GK"
"EPI_ISL_6825247","GK"
"EPI_ISL_6825248","GK"
"EPI_ISL_6825249","GK"
"EPI_ISL_6825250","GK"
"EPI_ISL_6825251","GK"
"EPI_ISL_6825252","GK"
"EPI_ISL_6825253","GK"
"EPI_ISL_6825254","GK"
"EPI_ISL_6825255","GK"
"EPI_ISL_6825256","GK"
"EPI_ISL_6825257","GK"
"EPI_ISL_6825258","GK"
"EPI_ISL_6825259","GK"
"EPI_ISL_6825260","GK"
"EPI_ISL_6825261","GK"
"EPI_ISL_6825262","GK"
"EPI_ISL_6825263","GK"
"EPI_ISL_6825264","GK"
"EPI_ISL_6825265","GK"
"EPI_ISL_6825266","GK"
"EPI_ISL_6825267","GK"
"EPI_ISL_6825268","GK"
"EPI_ISL_6825269","GK"
"EPI_ISL_6825270","GK"
"EPI_ISL_6825271","GK"
"EPI_ISL_6825272","GK"
"EPI_ISL_6825273","GK"
"EPI_ISL_6825274","GK"
"EPI_ISL_6825275","GK"
"EPI_ISL_6825276","GK"
"EPI_ISL_6825277","GK"
"EPI_ISL_6825278","GK"
"EPI_ISL_6825279","GK"
"EPI_ISL_6825280","GK"
"EPI_ISL_6825281","GK"
"EPI_ISL_6825282","GK"
"EPI_ISL_6825283","GK"
"EPI_ISL_6825284","GK"
"EPI_ISL_6825285","GK"
"EPI_ISL_6825286","GK"
"EPI_ISL_6825287","GK"
"EPI_ISL_6825288","GK"
"EPI_ISL_6825289","GK"
"EPI_ISL_6825290","GK"
"EPI_ISL_6825291","GK"
"EPI_ISL_6825292","GK"
"EPI_ISL_6825293","GK"
"EPI_ISL_6825294","GK"
"EPI_ISL_6825295","GK"
"EPI_ISL_6825296","GK"
"EPI_ISL_6825297","GK"
"EPI_ISL_6825298","GK"
"EPI_ISL_6825299","GK"
"EPI_ISL_6825300","GK"
"EPI_ISL_6825301","GK"
"EPI_ISL_6825302","GK"
"EPI_ISL_6825303","GK"
"EPI_ISL_6825304","GK"
"EPI_ISL_6825305","GK"
"EPI_ISL_6825306","GK"
"EPI_ISL_6825307","GK"
"EPI_ISL_6825308","GK"
"EPI_ISL_6825309","GK"
"EPI_ISL_6825310","GK"
"EPI_ISL_6825311","GK"
"EPI_ISL_6825312","GK"
"EPI_ISL_6825313","GK"
"EPI_ISL_6825314","GK"
"EPI_ISL_6825315","GK"
"EPI_ISL_6825316","GK"
"EPI_ISL_6825317","GK"
"EPI_ISL_6825318","GK"
"EPI_ISL_6913874","GK"
"EPI_ISL_6913875","GK"
"EPI_ISL_6913879","GK"
"EPI_ISL_6913883","GK"
"EPI_ISL_6913888","GK"
"EPI_ISL_6913889","GK"
"EPI_ISL_6913899","GK"
"EPI_ISL_6913909","GK"
"EPI_ISL_6913914","GK"
"EPI_ISL_6913945","GK"
"EPI_ISL_6913946","GK"
"EPI_ISL_6913950","GK"
"EPI_ISL_6913957","GK"
"EPI_ISL_6914168","GK"
"EPI_ISL_6914169","GK"
"EPI_ISL_6914192","GK"
"EPI_ISL_6914215","GK"
"EPI_ISL_6914268","GK"
"EPI_ISL_6914426","GK"
"EPI_ISL_6914613","GK"
"EPI_ISL_6914647","GK"
"EPI_ISL_6914733","GK"
"EPI_ISL_6914937","GK"
"EPI_ISL_6915002","GK"
"EPI_ISL_6915076","GK"
"EPI_ISL_6949790","GK"
"EPI_ISL_6949794","GK"
"EPI_ISL_6949796","GK"
"EPI_ISL_6949847","GK"
"EPI_ISL_6949890","GK"
"EPI_ISL_6950131","GK"
"EPI_ISL_6950136","GK"
"EPI_ISL_6950140","GK"
"EPI_ISL_6950144","GK"
"EPI_ISL_6960054","GK"
"EPI_ISL_6960055","GK"
"EPI_ISL_6960056","GK"
"EPI_ISL_6960057","GK"
"EPI_ISL_6960058","GK"
"EPI_ISL_6960059","GK"
"EPI_ISL_6960060","GK"
"EPI_ISL_6960061","GK"
"EPI_ISL_6960062","GK"
"EPI_ISL_6960063","GK"
"EPI_ISL_6960064","GK"
"EPI_ISL_6960065","GK"
"EPI_ISL_6960066","GK"
"EPI_ISL_6960067","GK"
"EPI_ISL_6960068","GK"
"EPI_ISL_6960069","GK"
"EPI_ISL_6960070","GK"
"EPI_ISL_6960071","GK"
"EPI_ISL_6960072","GK"
"EPI_ISL_6960073","GK"
"EPI_ISL_6960074","GK"
"EPI_ISL_6960075","GK"
"EPI_ISL_6960076","GK"
"EPI_ISL_6960077","GK"
"EPI_ISL_6960078","GK"
"EPI_ISL_6960079","GK"
"EPI_ISL_6960080","GK"
"EPI_ISL_6960081","GK"
"EPI_ISL_6960082","GK"
"EPI_ISL_6960083","GK"
"EPI_ISL_6960084","GK"
"EPI_ISL_6960085","GK"
"EPI_ISL_6960086","GK"
"EPI_ISL_6960087","GK"
"EPI_ISL_6960088","GK"
"EPI_ISL_6960089","GK"
"EPI_ISL_6960090","GK"
"EPI_ISL_6960091","GK"
"EPI_ISL_6960092","GK"
"EPI_ISL_6960093","GK"
"EPI_ISL_6960094","GK"
"EPI_ISL_6960095","GK"
"EPI_ISL_6960096","GK"
"EPI_ISL_6960097","GK"
"EPI_ISL_6960098","GK"
"EPI_ISL_6964378","GK"
"EPI_ISL_6964386","GK"
"EPI_ISL_6964391","GK"
"EPI_ISL_6964396","GK"
"EPI_ISL_6964403","GK"
"EPI_ISL_6964409","GK"
"EPI_ISL_6964418","GK"
"EPI_ISL_6964424","GK"
"EPI_ISL_6964427","GK"
"EPI_ISL_6964435","GK"
"EPI_ISL_6964442","GK"
"EPI_ISL_6964450","GH"
"EPI_ISL_6964457","GK"
"EPI_ISL_6964464","GK"
"EPI_ISL_6964470","GK"
"EPI_ISL_6964479","GK"
"EPI_ISL_6964484","GK"
"EPI_ISL_6964489","GK"
"EPI_ISL_6964493","GK"
"EPI_ISL_6964499","GK"
"EPI_ISL_6964504","GK"
"EPI_ISL_6964511","GK"
"EPI_ISL_6964515","GK"
"EPI_ISL_6964528","GK"
"EPI_ISL_6964532","GK"
"EPI_ISL_6964538","GK"
"EPI_ISL_6964546","GK"
"EPI_ISL_6964552","GK"
"EPI_ISL_6964560","GK"
"EPI_ISL_6964567","GK"
"EPI_ISL_6964571","GK"
"EPI_ISL_6964578","GK"
"EPI_ISL_6964587","GK"
"EPI_ISL_6964595","GK"
"EPI_ISL_6964606","GK"
"EPI_ISL_6964612","GK"
"EPI_ISL_6964622","GK"
"EPI_ISL_6964630","GK"
"EPI_ISL_6964641","GK"
"EPI_ISL_6964652","GH"
"EPI_ISL_6964657","GK"
"EPI_ISL_6964663","GK"
"EPI_ISL_6964668","GK"
"EPI_ISL_6967822","GH"
"EPI_ISL_6967830","GH"
"EPI_ISL_6967834","GH"
"EPI_ISL_6967840","GH"
"EPI_ISL_6967845","GH"
"EPI_ISL_6967851","GH"
"EPI_ISL_6967854","GH"
"EPI_ISL_6967863","GH"
"EPI_ISL_6967865","GH"
"EPI_ISL_6967870","GH"
"EPI_ISL_6967876","GH"
"EPI_ISL_6967880","GH"
"EPI_ISL_6967888","GH"
"EPI_ISL_6967894","GH"
"EPI_ISL_6967902","GH"
"EPI_ISL_6967907","GH"
"EPI_ISL_6967914","GH"
"EPI_ISL_6967920","GH"
"EPI_ISL_6967929","GH"
"EPI_ISL_6967934","GH"
"EPI_ISL_6967940","GH"
"EPI_ISL_6967942","GH"
"EPI_ISL_6967946","GH"
"EPI_ISL_6967957","GH"
"EPI_ISL_6967968","GH"
"EPI_ISL_6967970","GH"
"EPI_ISL_6967980","GH"
"EPI_ISL_6967988","GH"
"EPI_ISL_6967999","GH"
"EPI_ISL_6968005","GH"
"EPI_ISL_6968021","GH"
"EPI_ISL_6968032","GH"
"EPI_ISL_6968042","GK"
"EPI_ISL_6968058","GK"
"EPI_ISL_6968067","GK"
"EPI_ISL_6968085","GK"
"EPI_ISL_6968100","GK"
"EPI_ISL_6968116","GK"
"EPI_ISL_6968126","GK"
"EPI_ISL_6968140","GK"
"EPI_ISL_6968153","GK"
"EPI_ISL_6968165","GK"
"EPI_ISL_6968177","GK"
"EPI_ISL_6968193","GK"
"EPI_ISL_6968206","GK"
"EPI_ISL_6968221","GK"
"EPI_ISL_6968237","GK"
"EPI_ISL_6968244","GK"
"EPI_ISL_6968254","GK"
"EPI_ISL_6968260","GK"
"EPI_ISL_6968271","GK"
"EPI_ISL_6968280","GK"
"EPI_ISL_6968292","GK"
"EPI_ISL_6968300","GK"
"EPI_ISL_6968314","GK"
"EPI_ISL_6968323","GK"
"EPI_ISL_6968338","GK"
"EPI_ISL_6968353","GK"
"EPI_ISL_6968367","GK"
"EPI_ISL_6968378","GK"
"EPI_ISL_6968386","GK"
"EPI_ISL_6968398","GK"
"EPI_ISL_6968407","GK"
"EPI_ISL_6968418","GK"
"EPI_ISL_6968431","GK"
"EPI_ISL_6968448","GK"
"EPI_ISL_6968467","GK"
"EPI_ISL_6968474","GK"
"EPI_ISL_6968487","GK"
"EPI_ISL_6968497","GK"
"EPI_ISL_6968510","GK"
"EPI_ISL_6968520","GK"
"EPI_ISL_6968529","GK"
"EPI_ISL_6968536","GK"
"EPI_ISL_6968543","GK"
"EPI_ISL_6968555","GK"
"EPI_ISL_6968564","GK"
"EPI_ISL_6968576","GK"
"EPI_ISL_6968593","GK"
"EPI_ISL_6968603","GK"
"EPI_ISL_6968608","GK"
"EPI_ISL_6968619","GK"
"EPI_ISL_6968638","GK"
"EPI_ISL_6968646","GK"
"EPI_ISL_6968658","GK"
"EPI_ISL_6968671","GK"
"EPI_ISL_6968681","GK"
"EPI_ISL_6968692","GK"
"EPI_ISL_6968703","GK"
"EPI_ISL_6968726","GK"
"EPI_ISL_6968733","GK"
"EPI_ISL_6968751","GK"
"EPI_ISL_6968760","GK"
"EPI_ISL_6968774","GK"
"EPI_ISL_6968790","GK"
"EPI_ISL_6968799","GK"
"EPI_ISL_6968810","GK"
"EPI_ISL_6968817","GK"
"EPI_ISL_6968837","GK"
"EPI_ISL_6968856","GK"
"EPI_ISL_6968867","GK"
"EPI_ISL_6968889","GK"
"EPI_ISL_6968898","GK"
"EPI_ISL_6968908","GK"
"EPI_ISL_6968926","GK"
"EPI_ISL_6968934","GK"
"EPI_ISL_6968942","GK"
"EPI_ISL_6968953","GK"
"EPI_ISL_6968970","GK"
"EPI_ISL_6968985","GK"
"EPI_ISL_6968998","GK"
"EPI_ISL_6969006","GK"
"EPI_ISL_6969015","GK"
"EPI_ISL_6969029","GK"
"EPI_ISL_6969037","GK"
"EPI_ISL_6969047","GK"
"EPI_ISL_6969060","GK"
"EPI_ISL_6969073","GK"
"EPI_ISL_6969083","GK"
"EPI_ISL_6969091","GK"
"EPI_ISL_6969098","GK"
"EPI_ISL_6969111","GK"
"EPI_ISL_6969120","GK"
"EPI_ISL_6969135","GK"
"EPI_ISL_6969146","GK"
"EPI_ISL_6969157","GK"
"EPI_ISL_6969176","GK"
"EPI_ISL_6969188","GK"
"EPI_ISL_6969196","GK"
"EPI_ISL_6969206","GK"
