AccID	clade	qc.overallStatus
EPI_ISL_8083703	21J (Delta)	good
EPI_ISL_8083704	21I (Delta)	mediocre
EPI_ISL_8083705	21J (Delta)	mediocre
EPI_ISL_8083706	21J (Delta)	good
EPI_ISL_8083707	21I (Delta)	good
EPI_ISL_8083708	21J (Delta)	good
EPI_ISL_8083709	21J (Delta)	mediocre
EPI_ISL_8083710	21I (Delta)	good
EPI_ISL_8083711	21J (Delta)	mediocre
EPI_ISL_8083712	21I (Delta)	good
EPI_ISL_8090594	21I (Delta)	good
EPI_ISL_8090595	21I (Delta)	good
EPI_ISL_8090596	21I (Delta)	good
EPI_ISL_8090597	21I (Delta)	good
EPI_ISL_8090598	21I (Delta)	mediocre
EPI_ISL_8090599	21I (Delta)	good
EPI_ISL_8090600	21J (Delta)	good
EPI_ISL_8090601	21J (Delta)	good
EPI_ISL_8090602	21J (Delta)	good
EPI_ISL_8090603	21I (Delta)	good
EPI_ISL_8090604	21J (Delta)	good
EPI_ISL_8090605	21J (Delta)	good
EPI_ISL_8090606	21I (Delta)	good
EPI_ISL_8090607	21J (Delta)	good
EPI_ISL_8090608	21J (Delta)	good
EPI_ISL_8090609	21I (Delta)	good
EPI_ISL_8090610	21I (Delta)	good
EPI_ISL_8090611	20H (Beta, V2)	good
EPI_ISL_8090612	21I (Delta)	good
EPI_ISL_8090613	21I (Delta)	good
EPI_ISL_8090614	21I (Delta)	mediocre
EPI_ISL_8090615	21I (Delta)	good
EPI_ISL_8090616	21I (Delta)	good
EPI_ISL_8090617	21I (Delta)	mediocre
EPI_ISL_8090618	21I (Delta)	mediocre
EPI_ISL_8090619	21I (Delta)	good
EPI_ISL_8090620	21I (Delta)	mediocre
EPI_ISL_8090621	21I (Delta)	good
EPI_ISL_8090622	21I (Delta)	good
EPI_ISL_8090623	21I (Delta)	mediocre
EPI_ISL_8090624	21I (Delta)	good
EPI_ISL_8090625	21I (Delta)	good
EPI_ISL_8090626	21I (Delta)	good
EPI_ISL_8090627	21I (Delta)	good
EPI_ISL_8090628	21I (Delta)	good
EPI_ISL_8090629	21I (Delta)	good
EPI_ISL_8090630	21J (Delta)	good
EPI_ISL_8090631	21J (Delta)	good
EPI_ISL_8090632	21I (Delta)	good
EPI_ISL_8090633	21I (Delta)	good
EPI_ISL_8090634	21J (Delta)	good
EPI_ISL_8090635	21I (Delta)	good
EPI_ISL_8090636	21I (Delta)	good
EPI_ISL_8090637	21I (Delta)	good
EPI_ISL_8090638	21I (Delta)	good
EPI_ISL_8090639	21I (Delta)	good
EPI_ISL_8090640	21I (Delta)	good
EPI_ISL_8090641	21I (Delta)	good
EPI_ISL_8090643	21J (Delta)	good
EPI_ISL_8090644	21I (Delta)	good
EPI_ISL_8090645	21I (Delta)	good
EPI_ISL_8090646	21I (Delta)	good
EPI_ISL_8090647	21I (Delta)	good
EPI_ISL_8090648	21I (Delta)	good
EPI_ISL_8090649	21I (Delta)	good
EPI_ISL_8090650	21I (Delta)	good
EPI_ISL_8090651	21J (Delta)	good
EPI_ISL_8090652	21I (Delta)	good
EPI_ISL_8090653	21J (Delta)	good
EPI_ISL_8090654	21I (Delta)	mediocre
EPI_ISL_8090655	21I (Delta)	good
EPI_ISL_8090656	21I (Delta)	good
EPI_ISL_8090657	21I (Delta)	good
EPI_ISL_8090658	21I (Delta)	good
EPI_ISL_8090659	21I (Delta)	good
EPI_ISL_8090660	21I (Delta)	good
EPI_ISL_8090661	21I (Delta)	good
EPI_ISL_8090662	21I (Delta)	good
EPI_ISL_8090663	21I (Delta)	good
EPI_ISL_8090664	21I (Delta)	good
EPI_ISL_8090665	21J (Delta)	good
EPI_ISL_8090666	21J (Delta)	mediocre
EPI_ISL_8090667	21I (Delta)	good
EPI_ISL_8090668	21I (Delta)	good
EPI_ISL_8090669	21I (Delta)	good
EPI_ISL_8090670	21I (Delta)	good
EPI_ISL_8090671	21I (Delta)	good
EPI_ISL_8090672	21I (Delta)	good
EPI_ISL_8090673	21I (Delta)	good
EPI_ISL_8090674	21I (Delta)	good
EPI_ISL_8090675	21I (Delta)	good
EPI_ISL_8090676	21I (Delta)	good
EPI_ISL_8090677	21I (Delta)	good
EPI_ISL_8090678	21J (Delta)	good
EPI_ISL_8090679	21I (Delta)	good
EPI_ISL_8090680	21I (Delta)	good
EPI_ISL_8090681	21I (Delta)	mediocre
EPI_ISL_8090682	21I (Delta)	good
EPI_ISL_8090683	21I (Delta)	good
EPI_ISL_8090684	21I (Delta)	good
EPI_ISL_8090685	21I (Delta)	good
EPI_ISL_8090686	21I (Delta)	good
EPI_ISL_8090687	21I (Delta)	good
EPI_ISL_8090688	21I (Delta)	good
EPI_ISL_8090689	21I (Delta)	good
EPI_ISL_8090690	21I (Delta)	good
EPI_ISL_8090691	21I (Delta)	good
EPI_ISL_8090692	21I (Delta)	good
EPI_ISL_8090693	21I (Delta)	good
EPI_ISL_8090694	21J (Delta)	good
EPI_ISL_8090695	21I (Delta)	good
EPI_ISL_8090696	21I (Delta)	good
EPI_ISL_8090697	21I (Delta)	good
EPI_ISL_8090698	21I (Delta)	good
EPI_ISL_8090699	21I (Delta)	good
EPI_ISL_8090700	21I (Delta)	good
EPI_ISL_8090701	21I (Delta)	good
EPI_ISL_8090702	21I (Delta)	good
EPI_ISL_8090703	21J (Delta)	good
EPI_ISL_8090704	21I (Delta)	good
EPI_ISL_8090705	21I (Delta)	good
EPI_ISL_8090706	21I (Delta)	good
EPI_ISL_8090707	21I (Delta)	good
EPI_ISL_8090708	21I (Delta)	good
EPI_ISL_8090709	21I (Delta)	good
EPI_ISL_8090710	21I (Delta)	good
EPI_ISL_8090711	21J (Delta)	good
EPI_ISL_8090712	21I (Delta)	good
EPI_ISL_8090713	21I (Delta)	good
EPI_ISL_8090714	21J (Delta)	good
EPI_ISL_8090715	21I (Delta)	good
EPI_ISL_8090716	21A (Delta)	good
EPI_ISL_8090717	21I (Delta)	good
EPI_ISL_8090718	21I (Delta)	good
EPI_ISL_8090719	21I (Delta)	good
EPI_ISL_8090720	21I (Delta)	good
EPI_ISL_8090721	21I (Delta)	good
EPI_ISL_8090722	21I (Delta)	good
EPI_ISL_8090723	21I (Delta)	mediocre
EPI_ISL_8090724	21J (Delta)	good
EPI_ISL_8090725	21J (Delta)	good
EPI_ISL_8090726	21A (Delta)	good
EPI_ISL_8090727	21I (Delta)	good
EPI_ISL_8090728	21I (Delta)	mediocre
EPI_ISL_8090729	21I (Delta)	good
EPI_ISL_8090730	21J (Delta)	good
EPI_ISL_8090731	21I (Delta)	good
EPI_ISL_8090732	21I (Delta)	good
EPI_ISL_8090733	21J (Delta)	good
EPI_ISL_8090734	21J (Delta)	good
EPI_ISL_8090735	21I (Delta)	good
EPI_ISL_8090736	21J (Delta)	good
EPI_ISL_8090737	21I (Delta)	good
EPI_ISL_8090738	21I (Delta)	good
EPI_ISL_8095522	21I (Delta)	good
EPI_ISL_8095523	21J (Delta)	good
EPI_ISL_8095524	21I (Delta)	good
EPI_ISL_8095525	21I (Delta)	good
EPI_ISL_8095526	21I (Delta)	good
EPI_ISL_8095527	21I (Delta)	good
EPI_ISL_8095528	21I (Delta)	good
EPI_ISL_8095529	21I (Delta)	good
EPI_ISL_8095530	21I (Delta)	good
EPI_ISL_8095531	21I (Delta)	good
EPI_ISL_8095532	21J (Delta)	good
EPI_ISL_8095533	21I (Delta)	good
EPI_ISL_8095534	21I (Delta)	good
EPI_ISL_8095535	21J (Delta)	good
EPI_ISL_8095536	21J (Delta)	good
EPI_ISL_8095537	20A	mediocre
EPI_ISL_8095538	21I (Delta)	good
EPI_ISL_8146831	21I (Delta)	good
EPI_ISL_8147365	20A	good
EPI_ISL_8147366	20A	good
EPI_ISL_8147367	20A	good
EPI_ISL_8147368	20A	good
EPI_ISL_8147369	20A	good
EPI_ISL_8147370	20A	good
EPI_ISL_8147371	20A	good
EPI_ISL_8147372	20A	good
EPI_ISL_8147373	20A	good
EPI_ISL_8147374	20A	good
EPI_ISL_8147375	20A	good
EPI_ISL_8147376	20A	good
EPI_ISL_8147377	20A	good
EPI_ISL_8147378	20A	good
EPI_ISL_8147379	20A	good
EPI_ISL_8147380	20A	good
EPI_ISL_8147381	21J (Delta)	good
EPI_ISL_8147382	21J (Delta)	good
EPI_ISL_8147383	21I (Delta)	good
EPI_ISL_8147384	21I (Delta)	good
EPI_ISL_8147385	21I (Delta)	good
EPI_ISL_8147386	21I (Delta)	good
EPI_ISL_8147387	21I (Delta)	good
EPI_ISL_8147388	21I (Delta)	good
EPI_ISL_8147389	21I (Delta)	good
EPI_ISL_8147390	21I (Delta)	good
EPI_ISL_8147391	20A	good
EPI_ISL_8147392	20A	good
EPI_ISL_8147393	20A	mediocre
EPI_ISL_8170428	20A	good
EPI_ISL_8170429	21J (Delta)	good
EPI_ISL_8170430	21I (Delta)	good
EPI_ISL_8170431	21J (Delta)	good
EPI_ISL_8170432	21I (Delta)	good
EPI_ISL_8170433	21J (Delta)	good
EPI_ISL_8170434	21I (Delta)	good
EPI_ISL_8170435	21I (Delta)	good
EPI_ISL_8170436	21I (Delta)	good
EPI_ISL_8170437	21J (Delta)	good
EPI_ISL_8170438	21I (Delta)	good
EPI_ISL_8170439	21I (Delta)	good
EPI_ISL_8170440	21I (Delta)	good
EPI_ISL_8170441	21J (Delta)	good
EPI_ISL_8170442	21J (Delta)	good
EPI_ISL_8170443	21I (Delta)	good
EPI_ISL_8170444	21J (Delta)	good
EPI_ISL_8170445	21I (Delta)	good
EPI_ISL_8170446	21I (Delta)	good
EPI_ISL_8170447	21J (Delta)	good
EPI_ISL_8170448	21I (Delta)	good
EPI_ISL_8170449	21J (Delta)	good
EPI_ISL_8170450	21J (Delta)	good
EPI_ISL_8170451	21J (Delta)	good
EPI_ISL_8170452	21J (Delta)	good
EPI_ISL_8170453	21I (Delta)	good
EPI_ISL_8170454	21I (Delta)	good
EPI_ISL_8170455	21I (Delta)	good
EPI_ISL_8170456	21I (Delta)	good
EPI_ISL_8170457	21I (Delta)	good
EPI_ISL_8170458	21J (Delta)	good
EPI_ISL_8170459	21I (Delta)	good
EPI_ISL_8170460	21I (Delta)	good
EPI_ISL_8170461	21J (Delta)	good
EPI_ISL_8170462	21I (Delta)	good
EPI_ISL_8170463	21I (Delta)	good
EPI_ISL_8170464	21J (Delta)	good
EPI_ISL_8170465	21J (Delta)	good
EPI_ISL_8170466	21J (Delta)	good
EPI_ISL_8170467	21J (Delta)	good
EPI_ISL_8170468	21I (Delta)	good
EPI_ISL_8170469	21J (Delta)	good
EPI_ISL_8170470	21J (Delta)	good
EPI_ISL_8170471	21J (Delta)	good
EPI_ISL_8170472	21J (Delta)	good
EPI_ISL_8170473	21I (Delta)	good
EPI_ISL_8170474	21I (Delta)	good
EPI_ISL_8170475	21J (Delta)	good
EPI_ISL_8170476	21J (Delta)	good
EPI_ISL_8170477	21I (Delta)	good
EPI_ISL_8170478	21J (Delta)	good
EPI_ISL_8170479	21I (Delta)	good
EPI_ISL_8170480	21J (Delta)	good
EPI_ISL_8170481	21J (Delta)	good
EPI_ISL_8170482	21J (Delta)	good
EPI_ISL_8170483	21J (Delta)	good
EPI_ISL_8170484	21J (Delta)	good
EPI_ISL_8170485	21J (Delta)	good
EPI_ISL_8170486	21J (Delta)	good
EPI_ISL_8170487	21J (Delta)	good
EPI_ISL_8170488	21J (Delta)	good
EPI_ISL_8170489	21I (Delta)	good
EPI_ISL_8170490	21J (Delta)	good
EPI_ISL_8170491	21I (Delta)	good
EPI_ISL_8170492	21I (Delta)	good
EPI_ISL_8170493	21J (Delta)	good
EPI_ISL_8170494	21J (Delta)	good
EPI_ISL_8170495	21I (Delta)	good
EPI_ISL_8170496	21J (Delta)	good
EPI_ISL_8170497	21J (Delta)	good
EPI_ISL_8170498	21J (Delta)	good
EPI_ISL_8170499	21J (Delta)	good
EPI_ISL_8170500	21J (Delta)	good
EPI_ISL_8170501	21I (Delta)	good
EPI_ISL_8170502	21I (Delta)	good
EPI_ISL_8170503	21J (Delta)	good
EPI_ISL_8170504	21I (Delta)	good
EPI_ISL_8170505	21J (Delta)	good
EPI_ISL_8170506	21I (Delta)	good
EPI_ISL_8170507	21I (Delta)	good
EPI_ISL_8170508	21I (Delta)	good
EPI_ISL_8170509	21J (Delta)	good
EPI_ISL_8170510	21J (Delta)	good
EPI_ISL_8170511	21J (Delta)	good
EPI_ISL_8170512	21J (Delta)	good
EPI_ISL_8170513	21J (Delta)	good
EPI_ISL_8170514	21J (Delta)	good
EPI_ISL_8170515	21J (Delta)	good
EPI_ISL_8170516	21J (Delta)	good
EPI_ISL_8170517	21I (Delta)	mediocre
EPI_ISL_8170518	21I (Delta)	good
EPI_ISL_8170519	21I (Delta)	good
EPI_ISL_8170520	21J (Delta)	good
EPI_ISL_8170521	21I (Delta)	good
EPI_ISL_8170522	21J (Delta)	good
EPI_ISL_8170523	21I (Delta)	good
EPI_ISL_8170524	21J (Delta)	good
EPI_ISL_8170525	21J (Delta)	good
EPI_ISL_8170526	21J (Delta)	good
EPI_ISL_8170527	21J (Delta)	good
EPI_ISL_8170528	21J (Delta)	good
EPI_ISL_8170529	21J (Delta)	good
EPI_ISL_8170530	21J (Delta)	good
EPI_ISL_8170531	21J (Delta)	good
EPI_ISL_8170532	21J (Delta)	mediocre
EPI_ISL_8170533	21I (Delta)	mediocre
EPI_ISL_8170534	21I (Delta)	good
EPI_ISL_8170535	21I (Delta)	mediocre
EPI_ISL_8170536	21J (Delta)	good
EPI_ISL_8177264	21J (Delta)	good
EPI_ISL_8188726	21J (Delta)	good
EPI_ISL_8188727	21J (Delta)	good
EPI_ISL_8188728	21J (Delta)	good
EPI_ISL_8188729	21J (Delta)	good
EPI_ISL_8188730	21J (Delta)	good
EPI_ISL_8188731	21J (Delta)	good
EPI_ISL_8188732	21J (Delta)	good
EPI_ISL_8188733	21J (Delta)	good
EPI_ISL_8188734	21J (Delta)	good
EPI_ISL_8188735	21J (Delta)	good
EPI_ISL_8188736	21J (Delta)	good
EPI_ISL_8188737	21J (Delta)	good
EPI_ISL_8188738	21J (Delta)	good
EPI_ISL_8188739	21J (Delta)	good
EPI_ISL_8188740	21J (Delta)	good
EPI_ISL_8188741	21J (Delta)	good
EPI_ISL_8188742	21J (Delta)	good
EPI_ISL_8188743	21J (Delta)	good
EPI_ISL_8188744	21J (Delta)	good
EPI_ISL_8188745	21J (Delta)	good
EPI_ISL_8188746	21J (Delta)	good
EPI_ISL_8188747	21J (Delta)	good
EPI_ISL_8188748	21J (Delta)	good
EPI_ISL_8188749	21J (Delta)	good
EPI_ISL_8188750	21J (Delta)	good
EPI_ISL_8188751	21J (Delta)	good
EPI_ISL_8188752	21J (Delta)	good
EPI_ISL_8188753	21J (Delta)	good
EPI_ISL_8188754	21I (Delta)	good
EPI_ISL_8188755	21J (Delta)	good
EPI_ISL_8188756	21J (Delta)	good
EPI_ISL_8188757	21J (Delta)	good
EPI_ISL_8188758	21J (Delta)	good
EPI_ISL_8188759	21J (Delta)	good
EPI_ISL_8188760	21J (Delta)	good
EPI_ISL_8188761	21J (Delta)	good
EPI_ISL_8188762	21J (Delta)	good
EPI_ISL_8188763	21J (Delta)	good
EPI_ISL_8188764	21J (Delta)	good
EPI_ISL_8188765	21J (Delta)	good
EPI_ISL_8188766	21J (Delta)	good
EPI_ISL_8188767	21J (Delta)	good
EPI_ISL_8188768	21J (Delta)	good
EPI_ISL_8188769	21J (Delta)	good
EPI_ISL_8188770	21J (Delta)	good
EPI_ISL_8188771	21J (Delta)	good
EPI_ISL_8188772	21J (Delta)	good
EPI_ISL_8188773	21J (Delta)	good
EPI_ISL_8188774	21J (Delta)	good
EPI_ISL_8188775	21J (Delta)	good
EPI_ISL_8188776	21J (Delta)	good
EPI_ISL_8188777	21J (Delta)	good
EPI_ISL_8188778	21J (Delta)	good
EPI_ISL_8188779	21J (Delta)	good
EPI_ISL_8188781	21J (Delta)	good
EPI_ISL_8188782	21J (Delta)	good
EPI_ISL_8188783	21J (Delta)	good
EPI_ISL_8188784	21J (Delta)	good
EPI_ISL_8188785	21J (Delta)	good
EPI_ISL_8188786	21J (Delta)	good
EPI_ISL_8188787	21J (Delta)	good
EPI_ISL_8188788	21J (Delta)	good
EPI_ISL_8188789	21J (Delta)	good
EPI_ISL_8188790	21J (Delta)	good
EPI_ISL_8188791	21J (Delta)	good
EPI_ISL_8188792	21J (Delta)	good
EPI_ISL_8188793	21J (Delta)	good
EPI_ISL_8188794	21J (Delta)	good
EPI_ISL_8188795	21J (Delta)	good
EPI_ISL_8188796	21J (Delta)	good
EPI_ISL_8188797	21J (Delta)	good
EPI_ISL_8188798	21J (Delta)	good
EPI_ISL_8188799	21J (Delta)	good
EPI_ISL_8188800	21J (Delta)	good
EPI_ISL_8188801	21J (Delta)	good
EPI_ISL_8188802	21J (Delta)	good
EPI_ISL_8188803	21I (Delta)	good
EPI_ISL_8188804	21J (Delta)	good
EPI_ISL_8188805	21J (Delta)	good
EPI_ISL_8188806	21J (Delta)	good
EPI_ISL_8188807	21J (Delta)	good
EPI_ISL_8188808	21J (Delta)	good
EPI_ISL_8188809	21J (Delta)	good
EPI_ISL_8188810	21J (Delta)	good
EPI_ISL_8188811	21J (Delta)	good
EPI_ISL_8188812	21J (Delta)	good
EPI_ISL_8188813	21I (Delta)	good
EPI_ISL_8188814	21J (Delta)	good
EPI_ISL_8188815	21J (Delta)	good
EPI_ISL_8188816	21J (Delta)	good
EPI_ISL_8188817	21J (Delta)	good
EPI_ISL_8188818	21J (Delta)	good
EPI_ISL_8188819	21J (Delta)	good
EPI_ISL_8188820	21J (Delta)	good
EPI_ISL_8188821	21J (Delta)	good
EPI_ISL_8188822	21J (Delta)	good
EPI_ISL_8188823	21J (Delta)	good
EPI_ISL_8188824	21J (Delta)	good
EPI_ISL_8188825	21J (Delta)	good
EPI_ISL_8188826	21K (Omicron)	good
EPI_ISL_8188827	21K (Omicron)	good
EPI_ISL_8188828	21J (Delta)	good
EPI_ISL_8188829	21I (Delta)	good
EPI_ISL_8188830	21J (Delta)	mediocre
EPI_ISL_8188831	21J (Delta)	good
EPI_ISL_8188832	21J (Delta)	good
EPI_ISL_8188833	21J (Delta)	good
EPI_ISL_8188834	21J (Delta)	good
EPI_ISL_8188835	21J (Delta)	good
EPI_ISL_8188836	21J (Delta)	good
EPI_ISL_8188837	21J (Delta)	good
EPI_ISL_8188838	21J (Delta)	good
EPI_ISL_8188839	21J (Delta)	good
EPI_ISL_8188840	21I (Delta)	good
EPI_ISL_8188841	21J (Delta)	good
EPI_ISL_8188842	21J (Delta)	good
EPI_ISL_8188843	21J (Delta)	good
EPI_ISL_8188844	21I (Delta)	good
EPI_ISL_8188845	21I (Delta)	good
EPI_ISL_8188846	21I (Delta)	good
EPI_ISL_8188847	21I (Delta)	good
EPI_ISL_8188848	21I (Delta)	good
EPI_ISL_8188849	21I (Delta)	good
EPI_ISL_8188850	21I (Delta)	good
EPI_ISL_8188851	21I (Delta)	good
EPI_ISL_8188852	21I (Delta)	good
EPI_ISL_8188853	21I (Delta)	good
EPI_ISL_8188854	21K (Omicron)	mediocre
EPI_ISL_8188855	21J (Delta)	good
EPI_ISL_8188856	21J (Delta)	good
EPI_ISL_8188857	21J (Delta)	good
EPI_ISL_8188858	21J (Delta)	good
EPI_ISL_8188859	21J (Delta)	bad
EPI_ISL_8188860	21J (Delta)	good
EPI_ISL_8188861	21J (Delta)	good
EPI_ISL_8188862	21J (Delta)	good
EPI_ISL_8188863	21J (Delta)	good
EPI_ISL_8188864	21J (Delta)	good
EPI_ISL_8188865	21J (Delta)	good
EPI_ISL_8188866	21J (Delta)	good
EPI_ISL_8188867	21J (Delta)	good
EPI_ISL_8188868	21J (Delta)	good
EPI_ISL_8188869	21J (Delta)	good
EPI_ISL_8188870	21J (Delta)	good
EPI_ISL_8188871	21K (Omicron)	mediocre
EPI_ISL_8188872	21K (Omicron)	mediocre
EPI_ISL_8188873	21J (Delta)	good
EPI_ISL_8188874	21J (Delta)	good
EPI_ISL_8188875	21I (Delta)	good
EPI_ISL_8215026	21I (Delta)	good
EPI_ISL_8254272	21I (Delta)	good
EPI_ISL_8254273	21I (Delta)	good
EPI_ISL_8254274	21I (Delta)	mediocre
EPI_ISL_8254275	21I (Delta)	good
EPI_ISL_8254276	21I (Delta)	good
EPI_ISL_8254277	21J (Delta)	good
EPI_ISL_8254278	21I (Delta)	good
EPI_ISL_8254279	21I (Delta)	good
EPI_ISL_8254280	21A (Delta)	bad
EPI_ISL_8254281	21J (Delta)	bad
EPI_ISL_8254282	21J (Delta)	good
EPI_ISL_8254283	21I (Delta)	good
EPI_ISL_8254284	21J (Delta)	good
EPI_ISL_8254285	21J (Delta)	good
EPI_ISL_8254286	21J (Delta)	bad
EPI_ISL_8254287	21J (Delta)	bad
EPI_ISL_8254288	21I (Delta)	good
EPI_ISL_8254289	21J (Delta)	bad
EPI_ISL_8254290	21I (Delta)	good
EPI_ISL_8254291	21I (Delta)	good
EPI_ISL_8254292	21I (Delta)	bad
EPI_ISL_8254293	21I (Delta)	good
EPI_ISL_8254294	21I (Delta)	good
EPI_ISL_8254295	21I (Delta)	good
EPI_ISL_8254296	21I (Delta)	good
EPI_ISL_8254297	21J (Delta)	good
EPI_ISL_8254298	21I (Delta)	good
EPI_ISL_8254299	21I (Delta)	good
EPI_ISL_8254300	21I (Delta)	good
EPI_ISL_8254301	21I (Delta)	good
EPI_ISL_8254302	21I (Delta)	good
EPI_ISL_8254303	21I (Delta)	good
EPI_ISL_8254304	21I (Delta)	good
EPI_ISL_8254305	21I (Delta)	good
EPI_ISL_8254306	21I (Delta)	good
EPI_ISL_8254307	21I (Delta)	good
EPI_ISL_8254308	21J (Delta)	good
EPI_ISL_8254309	21I (Delta)	good
EPI_ISL_8254310	21I (Delta)	good
EPI_ISL_8254311	21J (Delta)	bad
EPI_ISL_8254312	21I (Delta)	good
EPI_ISL_8254313	21I (Delta)	good
EPI_ISL_8254314	21J (Delta)	good
EPI_ISL_8254315	21I (Delta)	good
EPI_ISL_8254316	21I (Delta)	good
EPI_ISL_8254317	21J (Delta)	good
EPI_ISL_8254318	21I (Delta)	good
EPI_ISL_8254319	21J (Delta)	good
EPI_ISL_8254320	21J (Delta)	good
EPI_ISL_8254321	21J (Delta)	good
EPI_ISL_8254322	21J (Delta)	good
EPI_ISL_8254323	21J (Delta)	mediocre
EPI_ISL_8254324	21I (Delta)	mediocre
EPI_ISL_8254325	21I (Delta)	good
EPI_ISL_8254326	21I (Delta)	good
EPI_ISL_8254327	21J (Delta)	good
EPI_ISL_8254328	21J (Delta)	good
EPI_ISL_8254329	21I (Delta)	good
EPI_ISL_8254330	21I (Delta)	good
EPI_ISL_8254331	21I (Delta)	good
EPI_ISL_8254332	21I (Delta)	good
EPI_ISL_8254333	21I (Delta)	good
EPI_ISL_8254334	21J (Delta)	mediocre
EPI_ISL_8254335	21I (Delta)	good
EPI_ISL_8254336	21I (Delta)	bad
EPI_ISL_8254337	21I (Delta)	good
EPI_ISL_8254338	21I (Delta)	good
EPI_ISL_8254339	21I (Delta)	good
EPI_ISL_8254340	21J (Delta)	good
EPI_ISL_8254341	21J (Delta)	good
EPI_ISL_8254342	21I (Delta)	mediocre
EPI_ISL_8254343	21J (Delta)	good
EPI_ISL_8254344	21I (Delta)	good
EPI_ISL_8254345	21J (Delta)	good
EPI_ISL_8254346	21J (Delta)	good
EPI_ISL_8254347	21I (Delta)	good
EPI_ISL_8254348	21J (Delta)	good
EPI_ISL_8254349	20H (Beta, V2)	good
EPI_ISL_8254350	21J (Delta)	bad
EPI_ISL_8254351	21I (Delta)	good
EPI_ISL_8254352	21I (Delta)	mediocre
EPI_ISL_8254353	21I (Delta)	bad
EPI_ISL_8254354	21I (Delta)	good
EPI_ISL_8254355	21I (Delta)	good
EPI_ISL_8254356	21I (Delta)	good
EPI_ISL_8295901	21I (Delta)	good
EPI_ISL_8295902	21I (Delta)	good
EPI_ISL_8295903	21I (Delta)	good
EPI_ISL_8295904	21I (Delta)	good
EPI_ISL_8295905	21I (Delta)	good
EPI_ISL_8295906	21J (Delta)	good
EPI_ISL_8295907	21I (Delta)	good
EPI_ISL_8314862	21J (Delta)	good
EPI_ISL_8314863	21J (Delta)	good
EPI_ISL_8314864	21I (Delta)	good
EPI_ISL_8314865	21J (Delta)	good
EPI_ISL_8314866	21J (Delta)	good
EPI_ISL_8314867	21J (Delta)	good
EPI_ISL_8314868	21J (Delta)	good
EPI_ISL_8314869	21J (Delta)	good
EPI_ISL_8314870	21J (Delta)	good
EPI_ISL_8314871	21J (Delta)	good
EPI_ISL_8314872	21J (Delta)	good
EPI_ISL_8314873	21J (Delta)	good
EPI_ISL_8314874	21J (Delta)	good
EPI_ISL_8314875	21J (Delta)	good
EPI_ISL_8314876	21J (Delta)	good
EPI_ISL_8314877	21I (Delta)	good
EPI_ISL_8314878	21I (Delta)	good
EPI_ISL_8314879	21J (Delta)	good
EPI_ISL_8314880	21J (Delta)	good
EPI_ISL_8314881	21J (Delta)	good
EPI_ISL_8314882	21I (Delta)	good
EPI_ISL_8324839	21J (Delta)	good
EPI_ISL_8344041	21I (Delta)	good
EPI_ISL_8344042	21A (Delta)	mediocre
EPI_ISL_8380526	21J (Delta)	good
EPI_ISL_8380527	21J (Delta)	good
EPI_ISL_8380528	21I (Delta)	good
EPI_ISL_8380529	21I (Delta)	good
EPI_ISL_8380530	21J (Delta)	good
EPI_ISL_8380531	21I (Delta)	good
EPI_ISL_8380532	21I (Delta)	good
EPI_ISL_8380533	21I (Delta)	good
EPI_ISL_8380534	21I (Delta)	good
EPI_ISL_8380535	21J (Delta)	good
EPI_ISL_8380536	21J (Delta)	good
EPI_ISL_8380537	21I (Delta)	good
EPI_ISL_8380538	21J (Delta)	good
EPI_ISL_8380539	21J (Delta)	good
EPI_ISL_8380540	21I (Delta)	good
EPI_ISL_8380541	21J (Delta)	good
EPI_ISL_8380542	21I (Delta)	good
EPI_ISL_8380543	21I (Delta)	good
EPI_ISL_8380544	21J (Delta)	good
EPI_ISL_8380545	21I (Delta)	good
EPI_ISL_8380546	21J (Delta)	good
EPI_ISL_8380547	21I (Delta)	good
EPI_ISL_8380548	21J (Delta)	good
EPI_ISL_8404630	21I (Delta)	mediocre
EPI_ISL_8405162	21J (Delta)	good
EPI_ISL_8405255	21J (Delta)	good
EPI_ISL_8405421	21J (Delta)	bad
EPI_ISL_8405422	21I (Delta)	good
EPI_ISL_8405423	21J (Delta)	good
EPI_ISL_8405425	21J (Delta)	good
EPI_ISL_8405426	21J (Delta)	good
EPI_ISL_8405427	21J (Delta)	good
EPI_ISL_8405428	21J (Delta)	good
EPI_ISL_8405429	21I (Delta)	mediocre
EPI_ISL_8405487	21I (Delta)	bad
EPI_ISL_8405489	21I (Delta)	good
EPI_ISL_8405521	21J (Delta)	good
EPI_ISL_8405564	21J (Delta)	good
EPI_ISL_8405627	21J (Delta)	mediocre
EPI_ISL_8405628	21I (Delta)	good
EPI_ISL_8405629	21J (Delta)	good
EPI_ISL_8405630	21I (Delta)	good
EPI_ISL_8405631	21K (Omicron)	good
EPI_ISL_8405632	21J (Delta)	good
EPI_ISL_8405633	21I (Delta)	good
EPI_ISL_8405634	21J (Delta)	good
EPI_ISL_8405635	21I (Delta)	good
EPI_ISL_8405636	21I (Delta)	good
EPI_ISL_8405637	21I (Delta)	good
EPI_ISL_8405638	21J (Delta)	good
EPI_ISL_8405639	21I (Delta)	good
EPI_ISL_8405640	21K (Omicron)	good
EPI_ISL_8405641	21J (Delta)	good
EPI_ISL_8405642	21J (Delta)	good
EPI_ISL_8405643	21J (Delta)	good
EPI_ISL_8405644	21I (Delta)	good
EPI_ISL_8405645	21K (Omicron)	good
