"AccessionID","SamplingDate","Lineage","Variant"
"EPI_ISL_4348280","2021-08-20","AY.59","delta"
"EPI_ISL_4348281","2021-08-20","AY.59","delta"
"EPI_ISL_4348301","2021-08-20","AY.59","delta"
"EPI_ISL_4435517","2021-08-20","AY.59","delta"
"EPI_ISL_4557948","2021-08-20","AY.59","delta"
"EPI_ISL_4557950","2021-08-20","AY.59","delta"
"EPI_ISL_4740394","2021-08-20","AY.59","delta"
"EPI_ISL_5159360","2021-08-20","AY.59","delta"
"EPI_ISL_6132027","2021-08-20","AY.59","delta"
"EPI_ISL_6825217","2021-08-20","AY.59","delta"
"EPI_ISL_6960059","2021-08-20","AY.59","delta"
"EPI_ISL_4853596","2021-08-20","AY.76","delta"
"EPI_ISL_4853613","2021-08-20","AY.76","delta"
"EPI_ISL_4122533","2021-08-20","AY.79","delta"
"EPI_ISL_4435537","2021-08-20","AY.79","delta"
"EPI_ISL_4101588","2021-08-21","AY.23","delta"
"EPI_ISL_4460253","2021-08-21","AY.23","delta"
"EPI_ISL_4460254","2021-08-21","AY.23","delta"
"EPI_ISL_4460255","2021-08-21","AY.23","delta"
"EPI_ISL_5051950","2021-08-21","AY.23","delta"
"EPI_ISL_5051997","2021-08-21","AY.23","delta"
"EPI_ISL_5051998","2021-08-21","AY.23","delta"
"EPI_ISL_11078712","2021-08-21","AY.59","delta"
"EPI_ISL_12628159","2021-08-21","AY.59","delta"
"EPI_ISL_4071990","2021-08-21","AY.59","delta"
"EPI_ISL_4071992","2021-08-21","AY.59","delta"
"EPI_ISL_4101586","2021-08-21","AY.59","delta"
"EPI_ISL_4101587","2021-08-21","AY.59","delta"
"EPI_ISL_4101589","2021-08-21","AY.59","delta"
"EPI_ISL_4101590","2021-08-21","AY.59","delta"
"EPI_ISL_4348276","2021-08-21","AY.59","delta"
"EPI_ISL_4348298","2021-08-21","AY.59","delta"
"EPI_ISL_4348303","2021-08-21","AY.59","delta"
"EPI_ISL_4435518","2021-08-21","AY.59","delta"
"EPI_ISL_4435519","2021-08-21","AY.59","delta"
"EPI_ISL_4435534","2021-08-21","AY.59","delta"
"EPI_ISL_5261886","2021-08-21","AY.59","delta"
"EPI_ISL_5417131","2021-08-21","AY.59","delta"
"EPI_ISL_7086755","2021-08-21","AY.59","delta"
"EPI_ISL_7086876","2021-08-21","AY.59","delta"
"EPI_ISL_7189350","2021-08-21","AY.59","delta"
"EPI_ISL_8090655","2021-08-21","AY.59","delta"
"EPI_ISL_4854010","2021-08-21","AY.76","delta"
"EPI_ISL_7086945","2021-08-21","AY.76","delta"
"EPI_ISL_11078756","2021-08-21","AY.79","delta"
"EPI_ISL_4071996","2021-08-21","AY.79","delta"
"EPI_ISL_4122374","2021-08-21","AY.79","delta"
"EPI_ISL_4348299","2021-08-21","AY.79","delta"
"EPI_ISL_4601564","2021-08-21","AY.79","delta"
"EPI_ISL_5425841","2021-08-21","AY.79","delta"
"EPI_ISL_4071988","2021-08-22","AY.23","delta"
"EPI_ISL_4071997","2021-08-22","AY.23","delta"
"EPI_ISL_4460257","2021-08-22","AY.23","delta"
"EPI_ISL_4460258","2021-08-22","AY.23","delta"
"EPI_ISL_4460322","2021-08-22","AY.23","delta"
"EPI_ISL_4460323","2021-08-22","AY.23","delta"
"EPI_ISL_4460347","2021-08-22","AY.23","delta"
"EPI_ISL_4460348","2021-08-22","AY.23","delta"
"EPI_ISL_4460349","2021-08-22","AY.23","delta"
"EPI_ISL_4460350","2021-08-22","AY.23","delta"
"EPI_ISL_5051756","2021-08-22","AY.23","delta"
"EPI_ISL_5051780","2021-08-22","AY.23","delta"
"EPI_ISL_5051953","2021-08-22","AY.23","delta"
"EPI_ISL_5052166","2021-08-22","AY.23","delta"
"EPI_ISL_5052167","2021-08-22","AY.23","delta"
"EPI_ISL_5052178","2021-08-22","AY.23","delta"
"EPI_ISL_4071993","2021-08-22","AY.59","delta"
"EPI_ISL_4071994","2021-08-22","AY.59","delta"
"EPI_ISL_4122284","2021-08-22","AY.59","delta"
"EPI_ISL_4348275","2021-08-22","AY.59","delta"
"EPI_ISL_4348300","2021-08-22","AY.59","delta"
"EPI_ISL_4460256","2021-08-22","AY.59","delta"
"EPI_ISL_4557936","2021-08-22","AY.59","delta"
"EPI_ISL_4731191","2021-08-22","AY.59","delta"
"EPI_ISL_4740406","2021-08-22","AY.59","delta"
"EPI_ISL_5159358","2021-08-22","AY.59","delta"
"EPI_ISL_5261881","2021-08-22","AY.59","delta"
"EPI_ISL_5417149","2021-08-22","AY.59","delta"
"EPI_ISL_6960060","2021-08-22","AY.59","delta"
"EPI_ISL_7087037","2021-08-22","AY.59","delta"
"EPI_ISL_7087116","2021-08-22","AY.59","delta"
"EPI_ISL_7189362","2021-08-22","AY.59","delta"
"EPI_ISL_8090616","2021-08-22","AY.59","delta"
"EPI_ISL_8146831","2021-08-22","AY.59","delta"
"EPI_ISL_4101552","2021-08-22","AY.76","delta"
"EPI_ISL_4853561","2021-08-22","AY.76","delta"
"EPI_ISL_4071991","2021-08-22","AY.79","delta"
"EPI_ISL_4460259","2021-08-22","AY.79","delta"
"EPI_ISL_4565002","2021-08-22","AY.79","delta"
"EPI_ISL_4565003","2021-08-22","AY.79","delta"
"EPI_ISL_4565004","2021-08-22","AY.79","delta"
"EPI_ISL_4740391","2021-08-22","AY.79","delta"
"EPI_ISL_4740392","2021-08-22","AY.79","delta"
"EPI_ISL_4740393","2021-08-22","AY.79","delta"
"EPI_ISL_5159359","2021-08-22","AY.79","delta"
"EPI_ISL_5417621","2021-08-22","AY.79","delta"
"EPI_ISL_6132042","2021-08-22","AY.79","delta"
"EPI_ISL_4236997","2021-08-23","AY.23","delta"
"EPI_ISL_4435530","2021-08-23","AY.23","delta"
"EPI_ISL_4460260","2021-08-23","AY.23","delta"
"EPI_ISL_4460261","2021-08-23","AY.23","delta"
"EPI_ISL_4460263","2021-08-23","AY.23","delta"
"EPI_ISL_4460264","2021-08-23","AY.23","delta"
"EPI_ISL_4460265","2021-08-23","AY.23","delta"
"EPI_ISL_4460325","2021-08-23","AY.23","delta"
"EPI_ISL_4460326","2021-08-23","AY.23","delta"
"EPI_ISL_4460328","2021-08-23","AY.23","delta"
"EPI_ISL_4460329","2021-08-23","AY.23","delta"
"EPI_ISL_4460330","2021-08-23","AY.23","delta"
"EPI_ISL_4460331","2021-08-23","AY.23","delta"
"EPI_ISL_4460343","2021-08-23","AY.23","delta"
"EPI_ISL_4460344","2021-08-23","AY.23","delta"
"EPI_ISL_4460345","2021-08-23","AY.23","delta"
"EPI_ISL_4460351","2021-08-23","AY.23","delta"
"EPI_ISL_4460383","2021-08-23","AY.23","delta"
"EPI_ISL_4816826","2021-08-23","AY.23","delta"
"EPI_ISL_5051954","2021-08-23","AY.23","delta"
"EPI_ISL_5051993","2021-08-23","AY.23","delta"
"EPI_ISL_5051999","2021-08-23","AY.23","delta"
"EPI_ISL_5052168","2021-08-23","AY.23","delta"
"EPI_ISL_5052177","2021-08-23","AY.23","delta"
"EPI_ISL_4101591","2021-08-23","AY.59","delta"
"EPI_ISL_4122489","2021-08-23","AY.59","delta"
"EPI_ISL_4236987","2021-08-23","AY.59","delta"
"EPI_ISL_4236995","2021-08-23","AY.59","delta"
"EPI_ISL_4236996","2021-08-23","AY.59","delta"
"EPI_ISL_4348304","2021-08-23","AY.59","delta"
"EPI_ISL_4435532","2021-08-23","AY.59","delta"
"EPI_ISL_4513506","2021-08-23","AY.59","delta"
"EPI_ISL_4557937","2021-08-23","AY.59","delta"
"EPI_ISL_4557938","2021-08-23","AY.59","delta"
"EPI_ISL_4557943","2021-08-23","AY.59","delta"
"EPI_ISL_5159361","2021-08-23","AY.59","delta"
"EPI_ISL_5261882","2021-08-23","AY.59","delta"
"EPI_ISL_5417168","2021-08-23","AY.59","delta"
"EPI_ISL_5417624","2021-08-23","AY.59","delta"
"EPI_ISL_6825222","2021-08-23","AY.59","delta"
"EPI_ISL_6960062","2021-08-23","AY.59","delta"
"EPI_ISL_6960063","2021-08-23","AY.59","delta"
"EPI_ISL_7189349","2021-08-23","AY.59","delta"
"EPI_ISL_7189360","2021-08-23","AY.59","delta"
"EPI_ISL_5428524","2021-08-23","AY.76","delta"
"EPI_ISL_4122516","2021-08-23","AY.79","delta"
"EPI_ISL_4435540","2021-08-23","AY.79","delta"
"EPI_ISL_4460262","2021-08-23","AY.79","delta"
"EPI_ISL_4853624","2021-08-23","AY.79","delta"
"EPI_ISL_6960061","2021-08-23","AY.79","delta"
"EPI_ISL_6960064","2021-08-23","AY.79","delta"
"EPI_ISL_6960065","2021-08-24","AY.126","delta"
"EPI_ISL_4460230","2021-08-24","AY.23","delta"
"EPI_ISL_4460267","2021-08-24","AY.23","delta"
"EPI_ISL_4460268","2021-08-24","AY.23","delta"
"EPI_ISL_4460269","2021-08-24","AY.23","delta"
"EPI_ISL_4460271","2021-08-24","AY.23","delta"
"EPI_ISL_4460272","2021-08-24","AY.23","delta"
"EPI_ISL_4460273","2021-08-24","AY.23","delta"
"EPI_ISL_4460274","2021-08-24","AY.23","delta"
"EPI_ISL_4460275","2021-08-24","AY.23","delta"
"EPI_ISL_4460276","2021-08-24","AY.23","delta"
"EPI_ISL_4460321","2021-08-24","AY.23","delta"
"EPI_ISL_4460324","2021-08-24","AY.23","delta"
"EPI_ISL_4460327","2021-08-24","AY.23","delta"
"EPI_ISL_4460333","2021-08-24","AY.23","delta"
"EPI_ISL_4460352","2021-08-24","AY.23","delta"
"EPI_ISL_4460384","2021-08-24","AY.23","delta"
"EPI_ISL_4460388","2021-08-24","AY.23","delta"
"EPI_ISL_4460389","2021-08-24","AY.23","delta"
"EPI_ISL_4460392","2021-08-24","AY.23","delta"
"EPI_ISL_5051803","2021-08-24","AY.23","delta"
"EPI_ISL_5051817","2021-08-24","AY.23","delta"
"EPI_ISL_5051848","2021-08-24","AY.23","delta"
"EPI_ISL_5051960","2021-08-24","AY.23","delta"
"EPI_ISL_5051961","2021-08-24","AY.23","delta"
"EPI_ISL_5052169","2021-08-24","AY.23","delta"
"EPI_ISL_5896147","2021-08-24","AY.23","delta"
"EPI_ISL_4730474","2021-08-24","AY.4","delta"
"EPI_ISL_10072186","2021-08-24","AY.59","delta"
"EPI_ISL_10072374","2021-08-24","AY.59","delta"
"EPI_ISL_11078761","2021-08-24","AY.59","delta"
"EPI_ISL_4101567","2021-08-24","AY.59","delta"
"EPI_ISL_4101594","2021-08-24","AY.59","delta"
"EPI_ISL_4122288","2021-08-24","AY.59","delta"
"EPI_ISL_4122447","2021-08-24","AY.59","delta"
"EPI_ISL_4236991","2021-08-24","AY.59","delta"
"EPI_ISL_4236994","2021-08-24","AY.59","delta"
"EPI_ISL_4435521","2021-08-24","AY.59","delta"
"EPI_ISL_4557928","2021-08-24","AY.59","delta"
"EPI_ISL_4557939","2021-08-24","AY.59","delta"
"EPI_ISL_4557940","2021-08-24","AY.59","delta"
"EPI_ISL_4557941","2021-08-24","AY.59","delta"
"EPI_ISL_4557944","2021-08-24","AY.59","delta"
"EPI_ISL_4557955","2021-08-24","AY.59","delta"
"EPI_ISL_4601572","2021-08-24","AY.59","delta"
"EPI_ISL_4853651","2021-08-24","AY.59","delta"
"EPI_ISL_6825221","2021-08-24","AY.59","delta"
"EPI_ISL_7087225","2021-08-24","AY.59","delta"
"EPI_ISL_7189351","2021-08-24","AY.59","delta"
"EPI_ISL_7189356","2021-08-24","AY.59","delta"
"EPI_ISL_4101593","2021-08-24","AY.76","delta"
"EPI_ISL_6825224","2021-08-24","AY.76","delta"
"EPI_ISL_4101592","2021-08-24","AY.79","delta"
"EPI_ISL_4236986","2021-08-24","AY.79","delta"
"EPI_ISL_4435520","2021-08-24","AY.79","delta"
"EPI_ISL_4460266","2021-08-24","AY.79","delta"
"EPI_ISL_4460270","2021-08-24","AY.79","delta"
"EPI_ISL_4460277","2021-08-24","AY.79","delta"
"EPI_ISL_4564996","2021-08-24","AY.79","delta"
"EPI_ISL_4853989","2021-08-24","AY.79","delta"
"EPI_ISL_10072005","2021-08-24","B.1.617.2","delta"
"EPI_ISL_4236989","2021-08-24","B.1.617.2","delta"
"EPI_ISL_4460221","2021-08-25","AY.23","delta"
"EPI_ISL_4460223","2021-08-25","AY.23","delta"
"EPI_ISL_4460224","2021-08-25","AY.23","delta"
"EPI_ISL_4460278","2021-08-25","AY.23","delta"
"EPI_ISL_4460279","2021-08-25","AY.23","delta"
"EPI_ISL_4460280","2021-08-25","AY.23","delta"
"EPI_ISL_4460281","2021-08-25","AY.23","delta"
"EPI_ISL_4460282","2021-08-25","AY.23","delta"
"EPI_ISL_4460283","2021-08-25","AY.23","delta"
"EPI_ISL_4460284","2021-08-25","AY.23","delta"
"EPI_ISL_4460285","2021-08-25","AY.23","delta"
"EPI_ISL_4460286","2021-08-25","AY.23","delta"
"EPI_ISL_4460287","2021-08-25","AY.23","delta"
"EPI_ISL_4460288","2021-08-25","AY.23","delta"
"EPI_ISL_4460290","2021-08-25","AY.23","delta"
"EPI_ISL_4460291","2021-08-25","AY.23","delta"
"EPI_ISL_4460292","2021-08-25","AY.23","delta"
"EPI_ISL_4460293","2021-08-25","AY.23","delta"
"EPI_ISL_4460294","2021-08-25","AY.23","delta"
"EPI_ISL_4460296","2021-08-25","AY.23","delta"
"EPI_ISL_4460315","2021-08-25","AY.23","delta"
"EPI_ISL_4460316","2021-08-25","AY.23","delta"
"EPI_ISL_4460317","2021-08-25","AY.23","delta"
"EPI_ISL_4460332","2021-08-25","AY.23","delta"
"EPI_ISL_4460341","2021-08-25","AY.23","delta"
"EPI_ISL_4460342","2021-08-25","AY.23","delta"
"EPI_ISL_4460353","2021-08-25","AY.23","delta"
"EPI_ISL_4460387","2021-08-25","AY.23","delta"
"EPI_ISL_4853569","2021-08-25","AY.23","delta"
"EPI_ISL_5051759","2021-08-25","AY.23","delta"
"EPI_ISL_5051818","2021-08-25","AY.23","delta"
"EPI_ISL_5051819","2021-08-25","AY.23","delta"
"EPI_ISL_5051962","2021-08-25","AY.23","delta"
"EPI_ISL_5052156","2021-08-25","AY.23","delta"
"EPI_ISL_5052170","2021-08-25","AY.23","delta"
"EPI_ISL_5052171","2021-08-25","AY.23","delta"
"EPI_ISL_5417627","2021-08-25","AY.23","delta"
"EPI_ISL_10072161","2021-08-25","AY.59","delta"
"EPI_ISL_11078690","2021-08-25","AY.59","delta"
"EPI_ISL_11078749","2021-08-25","AY.59","delta"
"EPI_ISL_11498164","2021-08-25","AY.59","delta"
"EPI_ISL_11498166","2021-08-25","AY.59","delta"
"EPI_ISL_11498168","2021-08-25","AY.59","delta"
"EPI_ISL_4071986","2021-08-25","AY.59","delta"
"EPI_ISL_4071987","2021-08-25","AY.59","delta"
"EPI_ISL_4236998","2021-08-25","AY.59","delta"
"EPI_ISL_4435522","2021-08-25","AY.59","delta"
"EPI_ISL_4435538","2021-08-25","AY.59","delta"
"EPI_ISL_4435546","2021-08-25","AY.59","delta"
"EPI_ISL_4558235","2021-08-25","AY.59","delta"
"EPI_ISL_4565008","2021-08-25","AY.59","delta"
"EPI_ISL_4565009","2021-08-25","AY.59","delta"
"EPI_ISL_4565010","2021-08-25","AY.59","delta"
"EPI_ISL_4740390","2021-08-25","AY.59","delta"
"EPI_ISL_4853577","2021-08-25","AY.59","delta"
"EPI_ISL_5261873","2021-08-25","AY.59","delta"
"EPI_ISL_5261874","2021-08-25","AY.59","delta"
"EPI_ISL_5261875","2021-08-25","AY.59","delta"
"EPI_ISL_5417156","2021-08-25","AY.59","delta"
"EPI_ISL_5417157","2021-08-25","AY.59","delta"
"EPI_ISL_6132037","2021-08-25","AY.59","delta"
"EPI_ISL_6960066","2021-08-25","AY.59","delta"
"EPI_ISL_7189367","2021-08-25","AY.59","delta"
"EPI_ISL_7189368","2021-08-25","AY.59","delta"
"EPI_ISL_8745518","2021-08-25","AY.59","delta"
"EPI_ISL_8745519","2021-08-25","AY.59","delta"
"EPI_ISL_8745520","2021-08-25","AY.59","delta"
"EPI_ISL_8745527","2021-08-25","AY.59","delta"
"EPI_ISL_8745530","2021-08-25","AY.59","delta"
"EPI_ISL_8745543","2021-08-25","AY.59","delta"
"EPI_ISL_8745548","2021-08-25","AY.59","delta"
"EPI_ISL_8745557","2021-08-25","AY.59","delta"
"EPI_ISL_8745560","2021-08-25","AY.59","delta"
"EPI_ISL_8745561","2021-08-25","AY.59","delta"
"EPI_ISL_8745562","2021-08-25","AY.59","delta"
"EPI_ISL_8745563","2021-08-25","AY.59","delta"
"EPI_ISL_8745565","2021-08-25","AY.59","delta"
"EPI_ISL_8745605","2021-08-25","AY.59","delta"
"EPI_ISL_8745606","2021-08-25","AY.59","delta"
"EPI_ISL_8745607","2021-08-25","AY.59","delta"
"EPI_ISL_8745608","2021-08-25","AY.59","delta"
"EPI_ISL_8745609","2021-08-25","AY.59","delta"
"EPI_ISL_8745610","2021-08-25","AY.59","delta"
"EPI_ISL_8745611","2021-08-25","AY.59","delta"
"EPI_ISL_8745612","2021-08-25","AY.59","delta"
"EPI_ISL_8745613","2021-08-25","AY.59","delta"
"EPI_ISL_4435512","2021-08-25","AY.79","delta"
"EPI_ISL_4460222","2021-08-25","AY.79","delta"
"EPI_ISL_4460289","2021-08-25","AY.79","delta"
"EPI_ISL_4460295","2021-08-25","AY.79","delta"
"EPI_ISL_6132036","2021-08-25","AY.79","delta"
"EPI_ISL_8745528","2021-08-25","AY.79","delta"
"EPI_ISL_4853972","2021-08-25","B.1.351","beta"
"EPI_ISL_11498167","2021-08-25","B.1.617.2","delta"
"EPI_ISL_4236990","2021-08-25","B.1.617.2","delta"
"EPI_ISL_4460226","2021-08-26","AY.23","delta"
"EPI_ISL_4460227","2021-08-26","AY.23","delta"
"EPI_ISL_4460297","2021-08-26","AY.23","delta"
"EPI_ISL_4460298","2021-08-26","AY.23","delta"
"EPI_ISL_4460300","2021-08-26","AY.23","delta"
"EPI_ISL_4460301","2021-08-26","AY.23","delta"
"EPI_ISL_4460303","2021-08-26","AY.23","delta"
"EPI_ISL_4460304","2021-08-26","AY.23","delta"
"EPI_ISL_4460305","2021-08-26","AY.23","delta"
"EPI_ISL_4460318","2021-08-26","AY.23","delta"
"EPI_ISL_4460319","2021-08-26","AY.23","delta"
"EPI_ISL_4460354","2021-08-26","AY.23","delta"
"EPI_ISL_4460355","2021-08-26","AY.23","delta"
"EPI_ISL_4853572","2021-08-26","AY.23","delta"
"EPI_ISL_4853939","2021-08-26","AY.23","delta"
"EPI_ISL_5051820","2021-08-26","AY.23","delta"
"EPI_ISL_5051926","2021-08-26","AY.23","delta"
"EPI_ISL_5051927","2021-08-26","AY.23","delta"
"EPI_ISL_5051963","2021-08-26","AY.23","delta"
"EPI_ISL_11078740","2021-08-26","AY.59","delta"
"EPI_ISL_12628160","2021-08-26","AY.59","delta"
"EPI_ISL_4435523","2021-08-26","AY.59","delta"
"EPI_ISL_4435524","2021-08-26","AY.59","delta"
"EPI_ISL_4557935","2021-08-26","AY.59","delta"
"EPI_ISL_4565011","2021-08-26","AY.59","delta"
"EPI_ISL_4601562","2021-08-26","AY.59","delta"
"EPI_ISL_4601563","2021-08-26","AY.59","delta"
"EPI_ISL_4601566","2021-08-26","AY.59","delta"
"EPI_ISL_4601577","2021-08-26","AY.59","delta"
"EPI_ISL_4601578","2021-08-26","AY.59","delta"
"EPI_ISL_4740386","2021-08-26","AY.59","delta"
"EPI_ISL_4740387","2021-08-26","AY.59","delta"
"EPI_ISL_4740389","2021-08-26","AY.59","delta"
"EPI_ISL_6825218","2021-08-26","AY.59","delta"
"EPI_ISL_6825219","2021-08-26","AY.59","delta"
"EPI_ISL_6825220","2021-08-26","AY.59","delta"
"EPI_ISL_8745521","2021-08-26","AY.59","delta"
"EPI_ISL_8745522","2021-08-26","AY.59","delta"
"EPI_ISL_8745523","2021-08-26","AY.59","delta"
"EPI_ISL_8745524","2021-08-26","AY.59","delta"
"EPI_ISL_8745525","2021-08-26","AY.59","delta"
"EPI_ISL_8745526","2021-08-26","AY.59","delta"
"EPI_ISL_8745533","2021-08-26","AY.59","delta"
"EPI_ISL_8745535","2021-08-26","AY.59","delta"
"EPI_ISL_8745537","2021-08-26","AY.59","delta"
"EPI_ISL_8745538","2021-08-26","AY.59","delta"
"EPI_ISL_8745539","2021-08-26","AY.59","delta"
"EPI_ISL_8745540","2021-08-26","AY.59","delta"
"EPI_ISL_8745541","2021-08-26","AY.59","delta"
"EPI_ISL_8745544","2021-08-26","AY.59","delta"
"EPI_ISL_8745545","2021-08-26","AY.59","delta"
"EPI_ISL_8745546","2021-08-26","AY.59","delta"
"EPI_ISL_8745547","2021-08-26","AY.59","delta"
"EPI_ISL_8745549","2021-08-26","AY.59","delta"
"EPI_ISL_8745550","2021-08-26","AY.59","delta"
"EPI_ISL_8745552","2021-08-26","AY.59","delta"
"EPI_ISL_8745553","2021-08-26","AY.59","delta"
"EPI_ISL_8745554","2021-08-26","AY.59","delta"
"EPI_ISL_8745555","2021-08-26","AY.59","delta"
"EPI_ISL_8745558","2021-08-26","AY.59","delta"
"EPI_ISL_8745564","2021-08-26","AY.59","delta"
"EPI_ISL_4435541","2021-08-26","AY.79","delta"
"EPI_ISL_4435545","2021-08-26","AY.79","delta"
"EPI_ISL_4460225","2021-08-26","AY.79","delta"
"EPI_ISL_4460299","2021-08-26","AY.79","delta"
"EPI_ISL_4460302","2021-08-26","AY.79","delta"
"EPI_ISL_4564999","2021-08-26","AY.79","delta"
"EPI_ISL_4565001","2021-08-26","AY.79","delta"
"EPI_ISL_4740388","2021-08-26","AY.79","delta"
"EPI_ISL_5159362","2021-08-26","AY.79","delta"
"EPI_ISL_7086814","2021-08-26","AY.79","delta"
"EPI_ISL_8745529","2021-08-26","AY.79","delta"
"EPI_ISL_8745531","2021-08-26","AY.79","delta"
"EPI_ISL_8745534","2021-08-26","AY.79","delta"
"EPI_ISL_8745536","2021-08-26","AY.79","delta"
"EPI_ISL_8745542","2021-08-26","AY.79","delta"
"EPI_ISL_8745551","2021-08-26","AY.79","delta"
"EPI_ISL_8745559","2021-08-26","AY.79","delta"
"EPI_ISL_8745567","2021-08-26","AY.79","delta"
"EPI_ISL_8745532","2021-08-26","B.1.617.2","delta"
"EPI_ISL_8745566","2021-08-26","B.1.617.2","delta"
"EPI_ISL_4236993","2021-08-27","AY.23","delta"
"EPI_ISL_4460356","2021-08-27","AY.23","delta"
"EPI_ISL_4460357","2021-08-27","AY.23","delta"
"EPI_ISL_4460385","2021-08-27","AY.23","delta"
"EPI_ISL_4460386","2021-08-27","AY.23","delta"
"EPI_ISL_4853926","2021-08-27","AY.23","delta"
"EPI_ISL_4887483","2021-08-27","AY.23","delta"
"EPI_ISL_5051928","2021-08-27","AY.23","delta"
"EPI_ISL_5893968","2021-08-27","AY.23","delta"
"EPI_ISL_5894649","2021-08-27","AY.23","delta"
"EPI_ISL_11078684","2021-08-27","AY.59","delta"
"EPI_ISL_12628161","2021-08-27","AY.59","delta"
"EPI_ISL_4513494","2021-08-27","AY.59","delta"
"EPI_ISL_4513495","2021-08-27","AY.59","delta"
"EPI_ISL_4601573","2021-08-27","AY.59","delta"
"EPI_ISL_4601575","2021-08-27","AY.59","delta"
"EPI_ISL_4730477","2021-08-27","AY.59","delta"
"EPI_ISL_4740385","2021-08-27","AY.59","delta"
"EPI_ISL_4853513","2021-08-27","AY.59","delta"
"EPI_ISL_4853516","2021-08-27","AY.59","delta"
"EPI_ISL_5261883","2021-08-27","AY.59","delta"
"EPI_ISL_5261884","2021-08-27","AY.59","delta"
"EPI_ISL_6132021","2021-08-27","AY.59","delta"
"EPI_ISL_6960067","2021-08-27","AY.59","delta"
"EPI_ISL_8090615","2021-08-27","AY.59","delta"
"EPI_ISL_8745556","2021-08-27","AY.59","delta"
"EPI_ISL_4513488","2021-08-27","AY.79","delta"
"EPI_ISL_4513489","2021-08-27","AY.79","delta"
"EPI_ISL_4513490","2021-08-27","AY.79","delta"
"EPI_ISL_4513491","2021-08-27","AY.79","delta"
"EPI_ISL_4513492","2021-08-27","AY.79","delta"
"EPI_ISL_4513493","2021-08-27","AY.79","delta"
"EPI_ISL_4564997","2021-08-27","AY.79","delta"
"EPI_ISL_4564998","2021-08-27","AY.79","delta"
"EPI_ISL_4731204","2021-08-27","AY.79","delta"
"EPI_ISL_4731224","2021-08-27","AY.79","delta"
"EPI_ISL_4740405","2021-08-27","AY.79","delta"
"EPI_ISL_7086649","2021-08-27","AY.79","delta"
"EPI_ISL_11078782","2021-08-27","B.1.617.2","delta"
"EPI_ISL_4101595","2021-08-27","B.1.617.2","delta"
"EPI_ISL_4101596","2021-08-27","B.1.617.2","delta"
"EPI_ISL_4853523","2021-08-27","B.1.617.2","delta"
"EPI_ISL_4460359","2021-08-28","AY.23","delta"
"EPI_ISL_4460360","2021-08-28","AY.23","delta"
"EPI_ISL_4460361","2021-08-28","AY.23","delta"
"EPI_ISL_4460362","2021-08-28","AY.23","delta"
"EPI_ISL_4460363","2021-08-28","AY.23","delta"
"EPI_ISL_4460364","2021-08-28","AY.23","delta"
"EPI_ISL_4731199","2021-08-28","AY.23","delta"
"EPI_ISL_5051929","2021-08-28","AY.23","delta"
"EPI_ISL_5893974","2021-08-28","AY.23","delta"
"EPI_ISL_5893980","2021-08-28","AY.23","delta"
"EPI_ISL_5895040","2021-08-28","AY.23","delta"
"EPI_ISL_6968292","2021-08-28","AY.23","delta"
"EPI_ISL_10071205","2021-08-28","AY.59","delta"
"EPI_ISL_10071912","2021-08-28","AY.59","delta"
"EPI_ISL_10071928","2021-08-28","AY.59","delta"
"EPI_ISL_11078739","2021-08-28","AY.59","delta"
"EPI_ISL_11078744","2021-08-28","AY.59","delta"
"EPI_ISL_11078750","2021-08-28","AY.59","delta"
"EPI_ISL_4101597","2021-08-28","AY.59","delta"
"EPI_ISL_4101598","2021-08-28","AY.59","delta"
"EPI_ISL_4122483","2021-08-28","AY.59","delta"
"EPI_ISL_4460391","2021-08-28","AY.59","delta"
"EPI_ISL_4557931","2021-08-28","AY.59","delta"
"EPI_ISL_4557933","2021-08-28","AY.59","delta"
"EPI_ISL_4601580","2021-08-28","AY.59","delta"
"EPI_ISL_4740383","2021-08-28","AY.59","delta"
"EPI_ISL_4740384","2021-08-28","AY.59","delta"
"EPI_ISL_4853678","2021-08-28","AY.59","delta"
"EPI_ISL_4853689","2021-08-28","AY.59","delta"
"EPI_ISL_4887469","2021-08-28","AY.59","delta"
"EPI_ISL_5261885","2021-08-28","AY.59","delta"
"EPI_ISL_4460358","2021-08-28","AY.76","delta"
"EPI_ISL_4101599","2021-08-28","AY.79","delta"
"EPI_ISL_4565006","2021-08-28","AY.79","delta"
"EPI_ISL_6132028","2021-08-28","AY.79","delta"
"EPI_ISL_12628162","2021-08-28","B.1.617.2","delta"
"EPI_ISL_4853533","2021-08-29","AY.112","delta"
"EPI_ISL_4557932","2021-08-29","AY.121","delta"
"EPI_ISL_4460365","2021-08-29","AY.23","delta"
"EPI_ISL_4460366","2021-08-29","AY.23","delta"
"EPI_ISL_4460367","2021-08-29","AY.23","delta"
"EPI_ISL_4460368","2021-08-29","AY.23","delta"
"EPI_ISL_4731194","2021-08-29","AY.23","delta"
"EPI_ISL_4816828","2021-08-29","AY.23","delta"
"EPI_ISL_5051916","2021-08-29","AY.23","delta"
"EPI_ISL_5051930","2021-08-29","AY.23","delta"
"EPI_ISL_5051995","2021-08-29","AY.23","delta"
